X,Y,Key,Scipy,CPP,Difference,Ratio
8,9,Time,0.988364,0.395491,-0.592873,0.40014711179282125
8,10,Time,0.94455,0.483218,-0.461332,0.5115854110422953
8,11,Time,0.91754,0.392689,-0.524851,0.4279802515421671
8,12,Time,1.038203,0.473194,-0.565009,0.45578176907598994
8,13,Time,1.041147,0.367549,-0.673598,0.3530231561921611
8,14,Time,1.095754,0.350606,-0.7451479999999999,0.31996780299227745
8,15,Time,1.040281,0.35712,-0.683161,0.34329186056459743
9,10,Time,1.001144,0.418905,-0.582239,0.4184263202895887
9,11,Time,0.939318,0.357685,-0.5816330000000001,0.3807922343657845
9,12,Time,1.035851,0.346437,-0.6894140000000001,0.33444674958077947
9,13,Time,1.147106,0.408747,-0.738359,0.35632888329413326
9,14,Time,1.02601,0.407886,-0.6181240000000001,0.39754583288661904
9,15,Time,1.089861,0.364916,-0.724945,0.33482801935292666
10,11,Time,1.012242,0.386674,-0.6255680000000001,0.3819975855576038
10,12,Time,0.964758,0.348277,-0.6164810000000001,0.3609993386942632
10,13,Time,0.906677,0.346874,-0.5598029999999999,0.38257725739155185
10,14,Time,1.016137,0.376446,-0.639691,0.37046776172897944
10,15,Time,1.079103,0.347415,-0.7316879999999999,0.32194795121503694
11,12,Time,1.069829,0.264706,-0.8051229999999999,0.24742832733081643
11,13,Time,1.016416,0.221972,-0.7944439999999999,0.21838695967005636
11,14,Time,0.957361,0.227674,-0.729687,0.23781415787774934
11,15,Time,0.896014,0.215858,-0.680156,0.2409091822225992
12,13,Time,0.858808,0.224053,-0.634755,0.26088834757012047
12,14,Time,1.12659,0.223276,-0.903314,0.1981874506253384
12,15,Time,1.031544,0.221448,-0.810096,0.21467625229752682
13,14,Time,1.045491,0.229249,-0.8162419999999999,0.21927400618465392
13,15,Time,1.033141,0.224047,-0.8090940000000001,0.21686004136899026
14,15,Time,0.943253,0.221247,-0.722006,0.23455743050909988
