Date,Close,CloseUSD,Returns10d,Returns01d,Turnover
2008-09-15,,,,,
2008-09-16,33.38431167602539,33.38431167602539,-0.09503009363336934,-0.01605235549939954,57002415.45583304
2008-09-17,32.7169303894043,32.7169303894043,-0.12905883118741335,-0.019990865562771742,49471302.17145039
2008-09-18,34.297176361083984,34.297176361083984,-0.05814154843063557,0.04830055732219507,50213611.79762544
2008-09-19,37.6494026184082,37.6494026184082,0.030443159158490607,0.09774059012997616,79333232.38066775
2008-09-20,,,,,
2008-09-21,,,,,
2008-09-22,34.52729415893555,34.52729415893555,-0.06734326896533394,-0.08292584323625207,27089305.694963627
2008-09-23,34.182098388671875,34.182098388671875,-0.0443918020145061,-0.009997764918231677,20926449.75686462
2008-09-24,33.39198303222656,33.39198303222656,-0.06346819978071472,-0.02311488743204715,20795582.83872569
2008-09-25,33.783203125,33.783203125,-0.05045280079016856,0.011715988607081895,20002125.46493098
2008-09-26,34.07469940185547,34.07469940185547,-0.06227565289973003,0.008628438096201618,16901695.686310943
2008-09-27,,,,,
2008-09-28,,,,,
2008-09-29,30.476993560791016,30.476993560791016,-0.10174077223417188,-0.1055829076769067,37298608.72070276
2008-09-30,33.108150482177734,33.108150482177734,-0.008272184747363798,0.08633256151524504,41025401.79937512
2008-10-01,32.440773010253906,32.440773010253906,-0.008440809570564922,-0.02015749784280707,23145776.673592273
2008-10-02,30.10111427307129,30.10111427307129,-0.12234424326469762,-0.07212093054758884,24990091.21390167
2008-10-03,29.088529586791992,29.088529586791992,-0.22738403364282012,-0.0336394419519932,29940728.060650844
2008-10-04,,,,,
2008-10-05,,,,,
2008-10-06,28.32143211364746,28.32143211364746,-0.17973786236249356,-0.026371132678113862,27151768.5280017
2008-10-07,26.403675079345703,26.403675079345703,-0.2275583909706369,-0.0677139851758285,35519899.90459128
2008-10-08,25.46780776977539,25.46780776977539,-0.23730771708896592,-0.035444585148012075,45459782.38486565
2008-10-09,23.26622200012207,23.26622200012207,-0.3113079919024976,-0.08644582955687741,41529093.45707421
2008-10-10,23.925931930541992,23.925931930541992,-0.29783879680420144,0.02835483691406626,53488303.98653273
2008-10-11,,,,,
2008-10-12,,,,,
2008-10-13,26.388336181640625,26.388336181640625,-0.13415553509223077,0.10291779890735708,26366959.727671046
2008-10-14,25.352746963500977,25.352746963500977,-0.2342445411697499,-0.039244202855811205,35536950.10763997
2008-10-15,22.721586227416992,22.721586227416992,-0.2995978788719019,-0.10378207694305985,17825338.11926705
2008-10-16,23.419652938842773,23.419652938842773,-0.22196724259492973,0.030722622286971202,29442883.019242488
2008-10-17,23.220199584960938,23.220199584960938,-0.20174034525607798,-0.00851649486022188,22770949.573787164
2008-10-18,,,,,
2008-10-19,,,,,
2008-10-20,23.734161376953125,23.734161376953125,-0.16197170814973838,0.022134253847028384,23437935.55560271
2008-10-21,21.32545280456543,21.32545280456543,-0.19233013054128656,-0.1014869889073331,37371573.523302466
2008-10-22,20.872865676879883,20.872865676879883,-0.18042157905513478,-0.021222861330693732,30101930.839714296
2008-10-23,20.681089401245117,20.681089401245117,-0.11111097447894158,-0.009187826846755898,42159749.11456576
2008-10-24,20.681089401245117,20.681089401245117,-0.1356203193554505,0.0,28100478.51371151
2008-10-25,,,,,
2008-10-26,,,,,
2008-10-27,20.435619354248047,20.435619354248047,-0.22558136240260995,-0.011869299640583364,26842332.07996414
2008-10-28,22.75226593017578,22.75226593017578,-0.1025719633879899,0.11336316926681067,23462035.73285044
2008-10-29,22.261320114135742,22.261320114135742,-0.02025677735148046,-0.02157788668375704,28364208.33939904
2008-10-30,22.94404411315918,22.94404411315918,-0.02030810733726851,0.030668621426000353,18555188.514265835
2008-10-31,23.879913330078125,23.879913330078125,0.028411200459468322,0.0407892005569408,12975382.825771801
2008-11-01,,,,,
2008-11-02,,,,,
2008-11-03,24.90782356262207,24.90782356262207,0.04945033308860114,0.04304497333536106,17163762.08077209
2008-11-04,25.475481033325195,25.475481033325195,0.19460446006901733,0.022790328078081457,15987067.101360671
2008-11-05,24.056339263916016,24.056339263916016,0.15251732255252093,-0.05570618146730033,18486281.82159103
2008-11-06,22.30734634399414,22.30734634399414,0.07863497474417924,-0.07270403450558771,18778081.354388
2008-11-07,22.629531860351562,22.629531860351562,0.09421372449505183,0.014443023001889488,10625978.053514553
2008-11-08,,,,,
2008-11-09,,,,,
2008-11-10,21.179706573486328,21.179706573486328,0.0364112878763132,-0.06406784266736976,23220300.05395478
2008-11-11,21.517230987548828,21.517230987548828,-0.05428184368173006,0.015936217666255414,19711075.18171604
2008-11-12,20.658071517944336,20.658071517944336,-0.07201947539370579,-0.039928904890301764,17991605.241168812
2008-11-13,22.51446533203125,22.51446533203125,-0.018722888563553308,0.0898628805924302,25546103.29179928
2008-11-14,21.310115814208984,21.310115814208984,-0.1076133518722755,-0.05349225487086484,20148081.64992816
2008-11-15,,,,,
2008-11-16,,,,,
2008-11-17,21.27175521850586,21.27175521850586,-0.1459809740090129,-0.0018001120236778023,18321539.502782207
2008-11-18,21.095319747924805,21.095319747924805,-0.17193635243513472,-0.008294354122106551,19059229.032561652
2008-11-19,19.653169631958008,19.653169631958008,-0.18303573056781197,-0.06836351063646073,19160185.986516602
2008-11-20,18.10362434387207,18.10362434387207,-0.18844563290038518,-0.0788445485946564,25300182.116252
2008-11-21,19.284963607788086,19.284963607788086,-0.14779661696949997,0.06525429612749822,19252706.460095182
2008-11-22,,,,,
2008-11-23,,,,,
2008-11-24,21.77037239074707,21.77037239074707,0.027888290860467402,0.12887806446029648,17329175.21655048
